Codigo_temporada	Codigo_competicion	Codigo_fase	Codigo_grupo	Jornada	Partido	Codigo_equipo1	Codigo_equipo2	Resultado1	Resultado2	Codigo_campo	Fecha	Hora	Programado	Estado	Nombre_temporada	Nombre_competicion	Nombre_fase	Nombre_grupo	Nombre_deporte	Nombre_categoria	Nombre_jornada	Equipo_local	Equipo_visitante	Campo	Sexo_grupo	Distrito	Observaciones	SISTEMA_COMPETICION	COORD_X_CAMPO	COORD_Y_CAMPO	Color_camiseta_1	Color_camiseta_2
2025	8978	9973	29483	2	1	177509	177507	6	2	400	2025-09-28	09:30	1	F	2025/2026	TORNEO SAN MIGUEL	Fase de grupo	San Miguel CHM FS ALEVIN	FUTBOL SALA	ALEVIN MIXTO	2	HISPANO PROSPERIDAD A	Colegio Nervión A	Tenis 2 Pradillo	X	Chamartín		COPA	-3.671571	40.449280	blanco	Azul
2025	8938	9854	27242	12	4	179297	177535	3	2	98	2026-01-31	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	12	PECHETINGS FC	GRAN CAPITAN AMIDECU	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Granate	AZUL
2025	8938	9854	27242	2	4	179290	177535	7	3	98	2025-10-25	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	2	PUNKOS Futsal	GRAN CAPITAN AMIDECU	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	verde	AZUL
2025	8938	9854	27242	19	6	179086	177535	5	1	98	2026-04-11	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	19	INTER ARGANZUELA F.S	GRAN CAPITAN AMIDECU	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Rosa	AZUL
2025	8938	9854	27242	16	2	179065	177535	4	7	97	2026-03-07	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	16	DEPORTIVO MALIBU	GRAN CAPITAN AMIDECU	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Negriazul	AZUL
2025	8938	9854	27242	9	2	178585	177535	2	3	97	2026-01-10	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	9	LEGENDARIOS FS	GRAN CAPITAN AMIDECU	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	rojo	AZUL
2025	8938	9854	27242	11	3	178273	177535	1	2	97	2026-01-24	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	11	MISSISSIPI F.C	GRAN CAPITAN AMIDECU	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Blanco	AZUL
2025	8938	9854	27242	6	1	177951	177535	2	2	97	2025-11-29	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	6	FERNANDO POO	GRAN CAPITAN AMIDECU	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	BLANCO-NEGRO	AZUL
2025	8938	9854	27242	18	6	177611	177535	2	2	98	2026-03-21	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	18	VAPER DE MUNICH	GRAN CAPITAN AMIDECU	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Morado	AZUL
2025	8938	9854	27242	14	3	177579	177535	2	4	97	2026-02-21	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	14	RACING CATOLICOS EN ACCIÓN	GRAN CAPITAN AMIDECU	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	BLANCO	AZUL
2025	8955	9922	29734	1	6	177973	177545	5	11	1005	2025-10-19	19:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	1	La Connect FC	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negro	AZUL CLARO
2025	8955	9922	29734	10	5	177923	177545	2	2	1005	2026-01-18	18:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	10	ISTAMBUL.FC	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra	AZUL CLARO
2025	8955	9922	29734	14	6	177906	177545	1	7	1005	2026-02-22	19:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	14	Panitask C.F.	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	azul	AZUL CLARO
2025	8955	9922	29734	8	4	177835	177545	1	7	1005	2025-12-21	20:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	8	Dodragao united fc	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Roja y negra 	AZUL CLARO
2025	8955	9922	29734	2	2	177818	177545	1	5	1005	2025-10-26	19:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	2	Usera Goat Fc	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra	AZUL CLARO
2025	8955	9922	29734	16	5	177792	177545	1	7	1005	2026-03-08	18:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	16	River plata 	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	VERDE	AZUL CLARO
2025	8955	9922	29734	4	2	177637	177545	0	10	1004	2025-11-16	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	4	Pétalos FC	LOS PALITAS RC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra y Rosa	AZUL CLARO
2025	8955	9922	29734	18	4	177552	177545	2	4	1005	2026-03-22	20:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	18	DIABLURAS FC	LOS PALITAS RC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Blanca	AZUL CLARO
2025	8955	9922	29734	22	2	178042	177545	2	8	1004	2026-05-10	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	22	KALCE TEAM	LOS PALITAS RC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	negro y rosa	AZUL CLARO
2025	8955	9922	29734	20	3	178047	177545	0	3	1004	2026-04-19	18:30	1	N	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	20	INTER VILLAVERDE FC	LOS PALITAS RC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Azul	AZUL CLARO
2025	8955	9922	29734	17	4	177973	177552	4	10	1005	2026-03-29	17:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	17	La Connect FC	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negro	Blanca
2025	8955	9922	29734	15	5	177923	177552	2	1	1005	2026-03-01	18:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	15	ISTAMBUL.FC	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra	Blanca
2025	8955	9922	29734	19	3	177906	177552	1	5	1004	2026-04-12	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	19	Panitask C.F.	DIABLURAS FC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	azul	Blanca
2025	8955	9922	29734	12	6	177818	177552	5	7	1005	2026-02-01	19:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	12	Usera Goat Fc	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra	Blanca
2025	8955	9922	29734	21	2	177792	177552	0	3	1004	2026-04-26	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	21	River plata 	DIABLURAS FC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	VERDE	Blanca
2025	8955	9922	29734	9	5	177637	177552	0	4	1005	2026-01-11	18:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	9	Pétalos FC	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Negra y Rosa	Blanca
2025	8955	9922	29734	7	4	177545	177552	4	2	1005	2025-12-14	20:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	7	LOS PALITAS RC	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	AZUL CLARO	Blanca
2025	8955	9922	29734	3	2	178047	177552	6	4	1004	2025-11-02	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	3	INTER VILLAVERDE FC	DIABLURAS FC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Azul	Blanca
2025	8955	9922	29734	5	3	178042	177552	2	4	1004	2025-11-23	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	5	KALCE TEAM	DIABLURAS FC	Fútbol 7 3 (4) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	negro y rosa	Blanca
2025	8955	9922	29734	13	6	177835	177552	4	2	1005	2026-02-08	19:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM USE ORCASITAS DOM TAR F7 SEN MAS	FUTBOL 7	SENIOR MASCULINO	13	Dodragao united fc 	DIABLURAS FC	Fútbol 7 3 (5) Orcasitas	M	Usera		LIGA	-3.712585	40.375630	Roja y negra 	Blanca
2025	8938	9854	27242	19	2	179297	177579	4	2	98	2026-04-11	19:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	19	PECHETINGS FC	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Granate	BLANCO
2025	8938	9854	27242	15	4	179086	177579	11	0	98	2026-02-28	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	15	INTER ARGANZUELA F.S	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Rosa	BLANCO
2025	8938	9854	27242	1	2	179065	177579	6	6	97	2025-10-18	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	1	DEPORTIVO MALIBU	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Negriazul	BLANCO
2025	8938	9854	27242	5	4	178585	177579	6	2	98	2025-11-22	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	5	LEGENDARIOS FS	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	rojo	BLANCO
2025	8938	9854	27242	7	5	178273	177579	1	4	98	2025-12-13	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	7	MISSISSIPI F.C	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Blanco	BLANCO
2025	8938	9854	27242	13	5	177951	177579	6	3	98	2026-03-08	13:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	13	FERNANDO POO	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	BLANCO-NEGRO	BLANCO
2025	8938	9854	27242	10	4	177611	177579	2	5	98	2026-02-14	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	10	VAPER DE MUNICH	RACING CATOLICOS EN ACCIÓN	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Morado	BLANCO
2025	8938	9854	27242	9	3	179086	177611	4	1	97	2026-01-10	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	9	INTER ARGANZUELA F.S	VAPER DE MUNICH	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Rosa	Morado
2025	8938	9854	27242	1	1	179068	177611	2	1	97	2025-10-18	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	1	ANTIRAYOS F.C.	VAPER DE MUNICH	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Morada	Morado
2025	8938	9854	27242	11	5	178585	177611	5	2	98	2026-01-24	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	11	LEGENDARIOS FS	VAPER DE MUNICH	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	rojo	Morado
2025	8938	9854	27242	15	3	178273	177611	4	0	97	2026-02-28	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	15	MISSISSIPI F.C	VAPER DE MUNICH	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Blanco	Morado
2025	8938	9854	27242	21	3	177579	177611	4	4	97	2026-04-25	18:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	21	RACING CATOLICOS EN ACCIÓN	VAPER DE MUNICH	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	BLANCO	Morado
2025	8938	9854	27242	7	1	177535	177611	3	1	97	2025-12-13	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	7	GRAN CAPITAN AMIDECU	VAPER DE MUNICH	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	AZUL	Morado
2025	8938	9854	27242	17	5	179297	177611	5	1	98	2026-03-14	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG SAB TAR FS SEN MAS GR.1 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	17	PECHETINGS FC	VAPER DE MUNICH	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Granate	Morado
2025	8938	9854	27244	17	3	179765	177613	1	6	97	2026-03-15	17:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	17	GALAXY PANTHER	SPORTING ARGANZUELA	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Negro y morado	MORADO
2025	8938	9854	27244	19	2	179756	177613	1	0	97	2026-04-12	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	19	PINGO FUTSAL	SPORTING ARGANZUELA	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	NEGRO	MORADO
2025	8938	9854	27244	3	1	179620	177613	2	2	97	2025-11-02	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	3	CALCE TEAM	SPORTING ARGANZUELA	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Naranja	MORADO
2025	8938	9854	27244	9	6	179389	177613	2	1	98	2026-01-11	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	9	RAYO MOWETO	SPORTING ARGANZUELA	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Morada	MORADO
2025	8938	9854	27244	7	5	179386	177613	3	1	98	2025-12-14	15:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	7	PALESTINA LIBRE	SPORTING ARGANZUELA	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Azul celeste	MORADO
2025	8938	9854	27244	10	4	178876	177613	0	5	98	2026-01-18	15:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	10	TIRSO STARS	SPORTING ARGANZUELA	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	ROJO	MORADO
2025	8938	9854	27244	15	4	178829	177613	3	1	98	2026-03-01	15:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	15	DEPORTIVO ARGANZUELA	SPORTING ARGANZUELA	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	NEGRO	MORADO
2025	8938	9854	27244	5	4	177900	177613	1	4	98	2025-11-23	15:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	5	FUT SAPOS	SPORTING ARGANZUELA	Exterior polideportiva 2 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Verde	MORADO
2025	8938	9854	27244	1	2	177707	177613	1	5	97	2025-10-19	16:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM ARG DOM TAR FS SEN MAS GR.3 CDM Fundi Ext	FUTBOL SALA	SENIOR MASCULINO	1	AS ROMANÍA	SPORTING ARGANZUELA	Exterior polideportiva 1 La Fundi	M	Arganzuela		LIGA	-3.691159	40.394479	Rojo	MORADO
2025	8947	9890	27936	4	3	179151	177633	21	49	66	2025-11-16	11:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT DOM MAÑ BC SEN MAS	BALONCESTO	SENIOR MASCULINO	4	Mamba Vikings 	INDALO	Pabellón 3 Olivillo Aluche	M	Latina		LIGA	-3.772203	40.383207	Morado 	AZUL
2025	8947	9890	27936	18	3	178082	177633	19	53	66	2026-03-22	11:30	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT DOM MAÑ BC SEN MAS	BALONCESTO	SENIOR MASCULINO	18	Barrabás	INDALO	Pabellón 3 Olivillo Aluche	M	Latina		LIGA	-3.772203	40.383207	Azul	AZUL
2025	8947	9890	27936	22	4	177809	177633	63	55	66	2026-04-26	12:45	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT DOM MAÑ BC SEN MAS	BALONCESTO	SENIOR MASCULINO	22	REVUELTA KINGS	INDALO	Pabellón 3 Olivillo Aluche	M	Latina		LIGA	-3.772203	40.383207	NARANJA	AZUL
2025	8947	9890	27936	6	4	177843	177633	23	55	66	2025-11-30	12:45	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT DOM MAÑ BC SEN MAS	BALONCESTO	SENIOR MASCULINO	6	5 ESTRELLAS ROJAS BELGRADO	INDALO	Pabellón 3 Olivillo Aluche	M	Latina		LIGA	-3.772203	40.383207	Blanco y rojo 	AZUL
2025	8949	9898	28123	18	4	178933	177634	1	2	1440	2026-03-22	12:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VAL F7 SEN MAS DOM MAÑ G2	FUTBOL 7	SENIOR MASCULINO	18	Cariñosas cn	MATASAURIUS FC	Fútbol11(7 Nº2) Wilfred Agbonavbare	M	Puente de Vallecas		LIGA	-3.656474	40.372128	Rosa 	Verde
2025	8949	9898	28123	6	3	178684	177634	0	0	1440	2025-11-30	11:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VAL F7 SEN MAS DOM MAÑ G2	FUTBOL 7	SENIOR MASCULINO	6	Real Furcia CF	MATASAURIUS FC	Fútbol11(7 Nº2) Wilfred Agbonavbare	M	Puente de Vallecas		LIGA	-3.656474	40.372128	BLANCO	Verde
2025	8949	9898	28123	10	5	178605	177634	0	4	1440	2026-01-18	13:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VAL F7 SEN MAS DOM MAÑ G2	FUTBOL 7	SENIOR MASCULINO	10	Fc Patio	MATASAURIUS FC	Fútbol11(7 Nº2) Wilfred Agbonavbare	M	Puente de Vallecas		LIGA	-3.656474	40.372128	Azul y negro	Verde
2025	8949	9898	28123	20	3	178443	177634	1	7	1440	2026-04-19	11:00	1	F	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VAL F7 SEN MAS DOM MAÑ G2	FUTBOL 7	SENIOR MASCULINO	20	DKBZA FC	MATASAURIUS FC	Fútbol11(7 Nº2) Wilfred Agbonavbare	M	Puente de Vallecas		LIGA	-3.656474	40.372128	Negro y Rojo	Verde
