Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
7;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
4;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
1;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
3;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
1;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
2;HOMBRE;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
3;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
1;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Fernando Martín;abr-26
2;MUJER;20;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;21;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;22;ADM USO LIBRE;Fernando Martín;abr-26
3;MUJER;23;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;25;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;26;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;27;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;28;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;29;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;34;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;38;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;40;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;41;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;42;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;47;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;49;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;50;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;52;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;57;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;62;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;63;ADM USO LIBRE;Fernando Martín;abr-26
4;MUJER;64;ADM USO LIBRE;Fernando Martín;abr-26
4;MUJER;65;ADM USO LIBRE;Fernando Martín;abr-26
3;MUJER;67;ADM USO LIBRE;Fernando Martín;abr-26
3;MUJER;68;ADM USO LIBRE;Fernando Martín;abr-26
3;MUJER;69;ADM USO LIBRE;Fernando Martín;abr-26
4;MUJER;70;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;71;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;72;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;73;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;75;ADM USO LIBRE;Fernando Martín;abr-26
3;MUJER;76;ADM USO LIBRE;Fernando Martín;abr-26
2;MUJER;77;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;78;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;84;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;88;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;89;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;20;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;21;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;23;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;24;ADM USO LIBRE;Fernando Martín;abr-26
4;HOMBRE;25;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;26;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;27;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;28;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;29;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;30;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;32;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;33;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;35;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;36;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;39;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;42;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;43;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;44;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;50;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;51;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;52;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;55;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;56;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;58;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;59;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;60;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;61;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;63;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;64;ADM USO LIBRE;Fernando Martín;abr-26
9;HOMBRE;65;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;66;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;67;ADM USO LIBRE;Fernando Martín;abr-26
8;HOMBRE;68;ADM USO LIBRE;Fernando Martín;abr-26
5;HOMBRE;69;ADM USO LIBRE;Fernando Martín;abr-26
4;HOMBRE;70;ADM USO LIBRE;Fernando Martín;abr-26
4;HOMBRE;71;ADM USO LIBRE;Fernando Martín;abr-26
11;HOMBRE;72;ADM USO LIBRE;Fernando Martín;abr-26
6;HOMBRE;73;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;74;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;75;ADM USO LIBRE;Fernando Martín;abr-26
4;HOMBRE;76;ADM USO LIBRE;Fernando Martín;abr-26
7;HOMBRE;77;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;78;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;79;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;80;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;81;ADM USO LIBRE;Fernando Martín;abr-26
2;HOMBRE;82;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;83;ADM USO LIBRE;Fernando Martín;abr-26
3;HOMBRE;84;ADM USO LIBRE;Fernando Martín;abr-26
5;HOMBRE;86;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;88;ADM USO LIBRE;Fernando Martín;abr-26
1;HOMBRE;90;ADM USO LIBRE;Fernando Martín;abr-26
1;MUJER;18;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;19;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;21;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;22;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;24;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;27;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;28;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;29;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;35;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;38;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
3;MUJER;41;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;42;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;43;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;48;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
5;MUJER;49;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
5;MUJER;50;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
6;MUJER;51;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
4;MUJER;52;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
5;MUJER;53;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
3;MUJER;54;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
5;MUJER;56;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
4;MUJER;57;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;58;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;59;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;60;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;62;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;16;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;32;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;36;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;47;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;49;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;52;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;HOMBRE;53;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;56;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;58;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
1;HOMBRE;59;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;HOMBRE;61;ADM ACTIVIDAD DIRIGIDA;Francisco Fernández Ochoa;abr-26
2;MUJER;20;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;21;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;22;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;23;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;26;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;30;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;31;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;32;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;35;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;39;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;40;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;41;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;43;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
3;MUJER;46;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;47;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;49;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;50;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;51;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;52;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;53;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;54;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;55;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
4;MUJER;56;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;57;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
3;MUJER;58;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;59;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
4;MUJER;60;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;61;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;62;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;63;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;64;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;65;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
3;MUJER;66;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
4;MUJER;67;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;68;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;MUJER;69;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;74;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;24;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;HOMBRE;27;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;34;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;35;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;40;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;42;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;43;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;46;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;47;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;48;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;49;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;52;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;HOMBRE;53;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;HOMBRE;55;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;56;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;58;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;HOMBRE;59;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
2;HOMBRE;60;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;61;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;62;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;63;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;64;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;66;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
4;HOMBRE;68;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;69;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;72;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;HOMBRE;84;ADM COMPLETO;Francisco Fernández Ochoa;abr-26
1;MUJER;6;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;12;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;15;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;16;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;17;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
6;MUJER;18;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;19;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;20;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;21;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;22;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;22;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;23;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;24;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;27;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;28;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;34;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;36;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;46;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
4;MUJER;47;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;48;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;49;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
4;MUJER;49;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;50;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;51;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;52;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;52;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;53;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;54;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;54;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;MUJER;55;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;56;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;57;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;58;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;58;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;61;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;MUJER;64;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;8;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;9;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;15;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;HOMBRE;16;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;17;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;18;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;19;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;20;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;21;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
5;HOMBRE;22;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;24;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;25;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;29;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;36;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;37;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
1;HOMBRE;46;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;47;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
2;HOMBRE;48;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
3;HOMBRE;50;ADM FAMILIAR;Francisco Fernández Ochoa;abr-26
